;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
575;[528, 576];0.9875059965403264;0.012405372984442633;0.018887969914257178;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.06666666666666667;0.99566885041333;0.004317087184806331;0.00484836592842016;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.08888888888888889;0.99566885041333;0.004317087184806331;0.00484836592842016;0.8635571681993488;0.14324384275544563;0.19764926624161355;17.0;0.044444444444444446
576;[529, 577];0.9849398013527272;0.014609963076501918;0.021397430547292533;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.06666666666666667;0.9941482710648061;0.005773492445899314;0.006803639854503899;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.08888888888888889;0.99566885041333;0.004317087184805844;0.005580391179982418;0.8635571681993488;0.14324384275544563;0.19764926624161355;17.0;0.044444444444444446
577;[530, 578];0.981680015078001;0.01777197596008632;0.024665459138400334;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.0065817137963761355;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.08888888888888889;0.9989286366880564;0.0010644469417272688;0.001450889256705848;0.956650471575569;0.04270672693661887;0.04078114315939366;17.0;0.044444444444444446
578;[531, 579];0.981680015078001;0.01777197596008632;0.024665459138400334;0.8785204509214299;0.13468333864757576;0.19339080429400393;16.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.0065817137963761355;0.956650471575569;0.04270672693661934;0.038429397798721454;17.0;0.08888888888888889;0.9989286366880564;0.0010644469417272688;0.000725444628352924;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.044444444444444446
579;[532, 580];0.981680015078001;0.01777197596008632;0.024665459138400334;0.9546444483376649;0.04329880445251284;0.030682456613334796;16.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.0065817137963761355;0.956650471575569;0.04270672693661934;0.038429397798721454;17.0;0.08888888888888889;0.9989286366880564;0.0010644469417272688;0.000725444628352924;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.044444444444444446
580;[533, 581];0.981680015078001;0.01777197596008632;0.024665459138400334;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.06666666666666667;0.9956688504133301;0.004317087184806331;0.0065817137963761355;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.08888888888888889;0.9989286366880564;0.0010644469417272688;0.000725444628352924;0.9546444483376649;0.04329880445251284;0.01229964855042659;16.0;0.022222222222222223
581;[534, 582];0.981680015078001;0.017771975960086075;0.02455019341932235;0.96819051374857;0.0323963030603231;0.0335707300927436;16.0;0.06666666666666667;0.9890265758888501;0.010969013845508238;0.01640134410672018;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.08888888888888889;0.9989286366880563;0.0010644469417272688;0.000362722314176462;0.9546444483376649;0.04329880445251284;0.01229964855042659;16.0;0.022222222222222223
582;[535, 583];0.9849398013527272;0.014609963076501918;0.01982141577880334;0.9566504715755689;0.04270672693661933;0.03940352262235988;17.0;0.06666666666666667;0.9875059965403262;0.012405372984442631;0.015775726803315196;0.8920665163323347;0.1261486654880414;0.11075073265834441;16.0;0.08888888888888889;0.9974080573395324;0.00253062205312422;0.0014081370677778576;0.9546444483376653;0.043298804452513086;0.0350023089215539;16.0;0.022222222222222223
583;[536, 584];0.9927973901200849;0.00698536308091575;0.009020187395972457;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.06666666666666667;0.9875059965403262;0.012405372984442631;0.012794506789534893;0.8920665163323347;0.1261486654880414;0.11075073265834441;16.0;0.1111111111111111;0.9974080573395324;0.00253062205312422;0.0014081370677778576;0.8204962472123667;0.1701302089148276;0.21580652395578037;16.0;0.044444444444444446
584;[537, 585];0.9927973901200849;0.00698536308091575;0.009020187395972457;0.988762155916294;0.011020915954694455;0.003367350481121461;17.0;0.06666666666666667;0.9875059965403262;0.012405372984442631;0.012794506789534893;0.8920665163323347;0.1261486654880414;0.11075073265834441;16.0;0.13333333333333333;0.9974080573395324;0.002530622053123976;0.002089489558923103;0.8204962472123667;0.1701302089148276;0.21580652395578037;16.0;0.044444444444444446
585;[538, 586];0.991276810771561;0.008433436843507057;0.013080649580458804;0.988762155916294;0.011020915954694455;0.003367350481121461;17.0;0.06666666666666667;0.985766789614124;0.014156591822020587;0.016223834316079794;0.9337851376692214;0.06368767510851152;0.04801393426471231;16.0;0.13333333333333333;0.9974080573395324;0.002530622053123976;0.002089489558923103;0.8549016232917147;0.14756223630584805;0.1348737569320316;16.0;0.044444444444444446
586;[539, 587];0.9958874779910085;0.003992321765726093;0.005456179722280717;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.06666666666666667;0.9910581831938825;0.008755710734108541;0.0074546775847566275;0.9337851376692218;0.06368767510851153;0.07323632180798839;16.0;0.13333333333333333;0.9956688504133301;0.004317087184806089;0.0033435247418012815;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.06666666666666667
587;[540, 588];0.9958874779910085;0.003992321765726093;0.005456179722280717;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.06666666666666667;0.9910581831938825;0.008755710734108541;0.0074546775847566275;0.7996369365439231;0.1840749920403812;0.2947869038423274;16.0;0.13333333333333333;0.9974080573395325;0.0025306220531239763;0.002452211873099565;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.06666666666666667
588;[541, 589];0.9974080573395325;0.0025306220531239763;0.003816256803669744;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.06666666666666667;0.9910581831938825;0.008755710734108541;0.0074546775847566275;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9974080573395325;0.0025306220531242205;0.0010454147536013956;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.06666666666666667
589;[542, 590];0.9956688504133301;0.004317087184806331;0.004805613739492169;0.9566504715755689;0.042706726936618866;0.011479671980398148;17.0;0.06666666666666667;0.9832005944265249;0.016352616390075757;0.013340247372360989;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9941482710648061;0.005773492445899314;0.004395520118612012;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.06666666666666667
590;[543, 591];0.9927973901200847;0.006985363080915749;0.006453676574539864;0.8856014073204163;0.13030509801016732;0.11719876782219181;17.0;0.06666666666666667;0.981680015078001;0.017771975960086075;0.010440882581305032;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9895376038453584;0.010198490045190712;0.0082405936142471;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.08888888888888889
591;[544, 592];0.9941482710648061;0.00577349244589907;0.005759565049182191;0.8856014073204163;0.13030509801016732;0.11719876782219181;17.0;0.06666666666666667;0.9842462102656;0.015583181110651498;0.012166812546488753;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9910581831938823;0.00875571073410854;0.010204861233883459;0.9699870314266159;0.030004308271133782;0.031095837482680737;15.0;0.08888888888888889
592;[545, 593];0.9941482710648061;0.00577349244589907;0.007945758726946315;0.9371817816183551;0.0624265259913506;0.07145311798163272;17.0;0.06666666666666667;0.9857667896141238;0.014156591822020581;0.014490486448123813;0.9329350879565486;0.0625268503032096;0.022558284441766177;15.0;0.13333333333333333;0.9857667896141238;0.014156591822020581;0.016580196369742995;0.9699870314266159;0.030004308271133782;0.031095837482680737;15.0;0.08888888888888889
593;[546, 594];0.9903774568335717;0.00976725328441819;0.012204144917035819;0.9440074771920581;0.05302369343549271;0.05049062085871431;17.0;0.06666666666666667;0.9832005944265249;0.016352616390075757;0.013340247372360989;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9857667896141238;0.014156591822020581;0.014490486448123813;0.9699870314266159;0.030004308271133782;0.031095837482680737;15.0;0.1111111111111111
594;[547, 595];0.9875059965403262;0.012405372984442147;0.012279219762197842;0.9245387872348441;0.0722413274531352;0.06600215499345029;17.0;0.06666666666666667;0.981680015078001;0.017771975960086075;0.010440882581305032;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.13333333333333333;0.9804753960343653;0.019498989403536258;0.02060105464831754;0.8030558648795092;0.1804977165081208;0.24299214374799355;15.0;0.1111111111111111
595;[548, 596];0.9875059965403262;0.012405372984442631;0.016320118324662583;0.9337851376692218;0.06368767510851223;0.05670570729965162;16.0;0.044444444444444446;0.9842462102656;0.015583181110651498;0.012166812546488753;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.1111111111111111;0.9727409928711926;0.02757022354129134;0.034712155532524436;0.8479836109346183;0.15023063880291096;0.2058034368971724;15.0;0.1111111111111111
596;[549, 597];0.9875059965403262;0.012405372984442631;0.016320118324662583;0.8204962472123667;0.17013020891482739;0.2050721282505743;16.0;0.044444444444444446;0.9888568774850476;0.01120746852305967;0.009531790243635723;0.9104712149289942;0.08269113238139036;0.06459584324273951;15.0;0.1111111111111111;0.9701747976835935;0.029700786044859324;0.02957635057837593;0.8479836109346183;0.15023063880291096;0.2058034368971724;15.0;0.1111111111111111
597;[550, 598];0.9772053981895544;0.022758035260237012;0.02847613482990202;0.9546444483376652;0.04329880445251285;0.053385116984462105;16.0;0.044444444444444446;0.9797715933771536;0.020592708793028006;0.018588350696194026;0.9329350879565486;0.0625268503032096;0.013245775361997867;15.0;0.1111111111111111;0.9713901119264712;0.028725351382218763;0.03146788300663883;0.955398960984103;0.0412932566316014;0.039593740443186906;15.0;0.1111111111111111
598;[551, 599];0.9772053981895544;0.022758035260237012;0.023247536897477276;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.9780323864509511;0.0223153100722633;0.016124182470735604;0.9329350879565486;0.0625268503032096;0.013245775361997867;15.0;0.1111111111111111;0.9658814790590711;0.03525094642484925;0.037623873239927594;0.9337851376692216;0.06368767510851198;0.03143887658122106;16.0;0.1111111111111111
599;[552, 600];0.9702749069908772;0.028843071041206522;0.031346570846775085;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.975466191263352;0.02447207101546819;0.019807700975313397;0.9104712149289942;0.08269113238139081;0.023372890561028318;15.0;0.1111111111111111;0.961794704522948;0.03870144566592791;0.03274947847420258;0.976119161532783;0.02213151372672414;0.005760576138604485;17.0;0.1111111111111111
600;[553, 601];0.9725947309701068;0.02702620853017901;0.030342551297899083;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.9766815055062296;0.023484404086823955;0.02086343790919692;0.9104712149289942;0.08269113238139081;0.023372890561028318;15.0;0.1111111111111111;0.961794704522948;0.03870144566592791;0.03540009342591721;0.944007477192058;0.05302369343549224;0.022876383367174652;17.0;0.08888888888888889
601;[554, 602];0.9725947309701068;0.02702620853017901;0.030342551297899083;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.9780323864509511;0.0223153100722633;0.01785753033869158;0.9329350879565487;0.06252685030320915;0.04316976078262177;15.0;0.08888888888888889;0.9646661648161935;0.03621222277717641;0.041364175777159624;0.944007477192058;0.05302369343549224;0.022876383367174652;17.0;0.08888888888888889
602;[555, 603];0.9725947309701068;0.02702620853017901;0.030342551297899083;0.8785204509214299;0.13468333864757598;0.09954685769460297;16.0;0.06666666666666667;0.985766789614124;0.014156591822020587;0.00910097795125542;0.9699870314266159;0.030004308271133782;0.031095837482680737;15.0;0.06666666666666667;0.9780323864509511;0.0223153100722633;0.025698757550263893;0.9282136470754652;0.06591012330472461;0.02318811221925253;18.0;0.08888888888888889
603;[556, 604];0.9693349446953806;0.030105621084284398;0.029436591087938935;0.9337851376692218;0.06368767510851153;0.03395860375336986;16.0;0.06666666666666667;0.9875059965403264;0.012405372984442152;0.006510469784841292;0.9475231583990614;0.05186115021048158;0.048993761484299174;15.0;0.06666666666666667;0.9751609261577058;0.0248828979331118;0.0254435149175267;0.9282136470754652;0.06591012330472461;0.02318811221925253;18.0;0.08888888888888889
604;[557, 605];0.9751609261577058;0.0248828979331118;0.023360059128292553;0.9337851376692218;0.06368767510851131;0.01229964855042659;16.0;0.06666666666666667;0.9875059965403264;0.012405372984442633;0.005509147168447575;0.9329350879565486;0.06252685030320915;0.05170731382353633;15.0;0.06666666666666667;0.9766815055062296;0.023484404086824433;0.03043801298872521;0.7939849352773115;0.18123764129908895;0.16325489020525538;18.0;0.08888888888888889
605;[558, 606];0.9842462102656;0.015583181110651498;0.013318869962033528;0.9546444483376649;0.04329880445251284;0.02559855909388277;16.0;0.06666666666666667;0.9772053981895547;0.022758035260237015;0.013108132423493391;0.8065735963827294;0.1781147431729169;0.22263107293781745;14.0;0.06666666666666667;0.9658814790590712;0.035250946424848786;0.042669392091010915;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.08888888888888889
606;[559, 607];0.9842462102656;0.015583181110651498;0.013318869962033528;0.976119161532783;0.02213151372672462;0.018172892645830246;17.0;0.06666666666666667;0.9772053981895544;0.022758035260237012;0.017974008041741672;0.8065735963827294;0.1781147431729169;0.22263107293781745;14.0;0.06666666666666667;0.961794704522948;0.03870144566592744;0.040990114258314746;0.8340423126232713;0.16301782493737926;0.15653271213497486;16.0;0.08888888888888889
607;[560, 608];0.9842462102656;0.015583181110651498;0.013318869962033528;0.9024945481137767;0.08743076962144639;0.07872453935594935;17.0;0.06666666666666667;0.9797715933771536;0.020592708793028006;0.018588350696194026;0.8065735963827294;0.1781147431729169;0.22263107293781745;14.0;0.08888888888888889;0.9617947045229482;0.03870144566592745;0.042593941025615194;0.8340423126232713;0.16301782493737926;0.15653271213497486;16.0;0.08888888888888889
608;[561, 609];0.9842462102656;0.015583181110651498;0.013318869962033528;0.9151375424972876;0.0781069856660928;0.07787852731833733;17.0;0.06666666666666667;0.9797715933771536;0.020592708793028006;0.018588350696194026;0.9111886696810592;0.07947441572460454;0.08250269374181288;14.0;0.1111111111111111;0.9676206859852735;0.03357399226096196;0.034494901829274026;0.9337851376692214;0.06368767510851152;0.050578104612015534;16.0;0.08888888888888889
609;[562, 610];0.9842462102656;0.015583181110651498;0.013318869962033528;0.8145523430652634;0.17231900802393277;0.17912046347070326;17.0;0.06666666666666667;0.9797715933771536;0.020592708793028006;0.018588350696194026;0.8467132018086354;0.15518826439167607;0.09680043334629701;14.0;0.1111111111111111;0.9630100187658257;0.037746444270700834;0.03114766900174865;0.9337851376692218;0.06368767510851177;0.05666126412449715;16.0;0.08888888888888889
610;[563, 611];0.9842462102656;0.015583181110651498;0.013318869962033528;0.8856014073204163;0.09657933898699346;0.06839538065093334;17.0;0.06666666666666667;0.9797715933771536;0.020592708793028006;0.018588350696194026;0.8467132018086354;0.15518826439167607;0.09680043334629701;14.0;0.1111111111111111;0.9630100187658257;0.037746444270700834;0.03114766900174865;0.9337851376692218;0.06368767510851177;0.05666126412449715;16.0;0.1111111111111111
